uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
56181,Nico Schlotterbeck,Ultimate Succession,UltimateSuccession ,247819,87,5,-1,-1,-1,134244496,0,1024,0,112,11,13,112,0,1,3,82,81,76,77,94,81,88,87,87,85,87,60,74,74,55,76,53,42,87,87,80,87,78,87,88,88,58,53,40,10,10,10,10,10
56182,Desiree Scott,Ultimate Succession,UltimateSuccession ,227410,87,10,14,-1,-1,99520,0,4096,0,114,16,17,114,18,2,4,85,82,81,90,80,80,88,85,88,87,91,62,87,86,60,81,51,58,70,87,90,90,77,87,88,80,47,72,57,10,10,10,10,10
56183,João Maria Palhinha Gonçalves,Ultimate Succession,UltimateSuccession ,229391,87,10,14,-1,-1,134234272,0,32768,0,114,15,17,114,20,2,4,80,80,80,80,86,90,92,84,96,88,88,71,85,83,70,80,68,52,85,85,86,87,83,85,90,89,57,80,59,10,10,10,10,10
56184,Luiz Frello Filho Jorge,Ultimate Succession,UltimateSuccession ,205498,86,10,14,-1,-1,2655328,0,8192,0,115,16,17,115,18,3,4,84,83,80,80,68,87,73,87,84,88,87,78,86,93,82,83,73,80,58,91,92,82,80,91,85,77,75,80,91,10,10,10,10,10
56185,Maya Yoshida,Ultimate Succession,UltimateSuccession ,191648,86,5,-1,-1,-1,42048,0,134217728,0,111,12,13,111,0,1,4,80,80,75,75,88,80,91,86,82,85,87,55,81,80,50,72,45,44,85,88,87,86,66,88,84,84,74,65,71,10,10,10,10,10
56186,Manuel Akanji,Ultimate Succession,UltimateSuccession ,229237,86,5,3,-1,-1,134263872,0,0,0,112,11,13,112,3,1,4,81,84,70,74,93,81,88,88,87,85,88,40,67,80,57,78,40,61,83,82,85,88,78,82,88,87,44,56,42,10,10,10,10,10
56187,William Silva de Carvalho,Ultimate Succession,UltimateSuccession ,207566,86,10,18,-1,-1,2138560,0,0,0,114,16,114,33,34,3,4,80,80,78,78,77,87,96,85,84,93,87,80,92,84,73,88,73,55,73,90,93,85,82,90,84,73,55,90,63,10,10,10,10,10
56188,Nicolás Lodeiro,Ultimate Succession,UltimateSuccession ,197225,85,18,12,14,-1,17039465,0,0,0,132,31,33,34,132,3,3,85,82,86,90,65,87,73,88,82,88,62,88,88,86,90,86,81,88,51,87,88,63,82,87,64,49,83,91,90,10,10,10,10,10
56189,Christian Günter,Ultimate Succession,UltimateSuccession ,209846,85,7,16,-1,-1,8590336,0,512,0,109,8,10,109,27,2,3,84,86,81,80,88,90,88,85,90,82,85,75,70,80,88,80,58,73,71,73,80,85,83,73,85,83,44,85,52,10,10,10,10,10
56190,Roman Bürki,Ultimate Succession,UltimateSuccession ,189117,85,0,-1,-1,-1,805306368,11,0,4,102,1,102,0,0,0,3,52,60,49,52,72,40,78,75,35,64,18,10,57,23,15,12,8,12,17,24,37,15,45,24,13,16,13,13,20,88,82,67,89,80
56191,James Milner,Ultimate Succession,N\A,138412,85,10,3,7,14,10506368,0,0,0,122,6,9,18,0,3,4,81,80,80,80,75,82,80,82,88,90,88,81,81,81,89,82,76,82,75,84,85,85,94,84,86,85,87,88,91,10,10,10,10,10
56192,Oberdan Alionço de Lima,Ultimate Succession,N\A,272733,85,10,14,-1,-1,10489888,0,8192,0,117,14,16,117,18,3,4,83,86,83,84,81,95,86,82,73,81,88,72,80,82,60,78,60,54,56,75,78,80,70,75,85,77,60,57,60,10,10,10,10,10
56193,Wanderson Carvalho Oliveira,Ultimate Succession,N\A,229343,85,7,16,18,25,8519938,0,512,0,7,9,134,28,0,3,4,85,91,93,96,85,91,75,85,80,81,90,94,77,85,92,84,76,85,66,82,86,80,92,82,81,78,85,82,83,10,10,10,10,10
56194,Jordy Makengo,Ultimate Succession,UltimateSuccession ,262668,85,7,5,-1,-1,134656,0,0,0,109,7,8,109,11,2,3,86,90,80,80,90,84,86,84,80,80,82,66,67,80,79,80,42,43,78,74,85,85,51,74,86,85,36,65,45,10,10,10,10,10
56195,Wataru Endo,Ultimate Succession,UltimateSuccession ,232487,85,10,14,-1,-1,10499104,0,0,0,114,17,114,19,20,3,4,81,80,83,87,85,92,76,87,88,87,87,75,82,86,62,85,72,52,86,83,86,87,82,83,87,82,39,48,67,10,10,10,10,10
56196,Rui Manuel César Costa,Ult Succession Hero,UltSuccessionHero,1025,88,18,-1,-1,-1,17629440,0,32,0,131,32,33,131,0,3,4,84,86,85,82,78,87,81,90,55,82,67,88,88,90,86,85,77,93,50,85,90,33,88,85,39,41,80,85,83,10,10,10,10,10
56197,Sonia Bompastor,Ult Succession Hero,UltSuccessionHero,275092,87,7,16,-1,-1,14688296,0,512,0,110,9,110,27,28,2,4,89,88,81,80,74,90,66,88,80,87,90,81,84,90,87,88,78,88,72,83,88,83,88,83,90,82,69,87,80,10,10,10,10,10
56198,Clint Dempsey,Ult Succession Hero,UltSuccessionHero,155897,87,18,27,-1,-1,33816644,0,65536,0,132,31,33,132,40,3,4,84,86,85,82,80,84,83,90,78,87,33,88,85,90,81,88,90,85,86,77,87,47,87,77,52,49,84,80,83,10,10,10,10,10
56199,Ronaldo de Assis Moreira,Ult Succession Icon,UltSuccessionIcon,28130,94,27,16,18,-1,17629193,0,1048576,0,140,39,140,131,29,4,4,94,91,95,90,87,84,85,93,70,95,33,90,93,96,90,97,93,92,55,86,92,39,87,86,42,33,83,90,87,10,10,10,10,10
56200,Paolo Maldini,Ult Succession Icon,UltSuccessionIcon,238439,93,5,7,-1,-1,134246400,0,1024,0,111,112,13,111,112,1,4,85,86,66,70,86,83,87,95,81,95,96,40,70,75,76,63,57,31,94,81,87,95,73,81,97,96,65,41,54,10,10,10,10,10
56201,Franco Baresi,Ult Succession Icon,UltSuccessionIcon,166906,92,5,-1,-1,-1,38016,0,16384,0,111,12,13,111,0,1,3,75,80,74,76,87,87,80,94,87,85,95,41,71,87,64,56,46,45,90,86,88,95,55,86,95,95,51,58,65,10,10,10,10,10
56202,Alessandro Del Piero,Ult Succession Icon,UltSuccessionIcon,238382,91,18,25,-1,-1,327752,0,1,0,132,31,132,41,0,3,5,87,86,83,80,60,83,65,88,60,92,40,93,93,94,88,94,94,90,75,80,88,37,85,80,41,35,86,90,93,10,10,10,10,10
56203,Philipp Lahm,Ult Succession Icon,UltSuccessionIcon,121939,90,3,7,10,-1,2122368,0,4096,0,104,5,104,8,14,2,4,86,84,84,92,76,92,63,90,70,92,93,74,82,87,88,80,66,60,70,84,85,94,70,84,90,95,64,84,76,10,10,10,10,10
56204,Ricardo Izecson dos Santos Leite,Ult Succession Icon,UltSuccessionIcon,138449,90,18,-1,-1,-1,4194593,0,131072,0,131,32,33,131,0,4,4,91,90,87,85,56,86,77,90,48,94,47,86,91,91,87,92,86,82,61,84,90,45,88,84,38,36,86,90,86,10,10,10,10,10
56205,Steven Gerrard,Ult Succession Icon,UltSuccessionIcon,13743,89,14,10,-1,-1,16777952,0,4,0,118,19,21,118,16,2,4,80,80,80,78,73,88,81,85,84,84,75,87,89,91,87,84,87,82,73,95,93,75,91,95,78,73,84,84,84,10,10,10,10,10
56206,Marinette Pichon,Ult Succession Icon,UltSuccessionIcon,71587,89,25,-1,-1,-1,51118081,0,65536,0,141,42,43,44,141,3,4,86,88,88,86,83,90,75,88,60,87,42,92,83,91,74,90,93,80,82,78,86,38,85,78,44,34,93,83,83,10,10,10,10,10
56207,Nicolás Tagliafico,Globetrotters,N\A,211256,85,7,-1,-1,-1,8406016,0,8192,0,107,8,9,10,107,2,3,87,83,85,91,94,90,81,81,87,83,85,78,77,83,85,80,64,45,85,82,85,84,73,82,84,85,50,75,52,10,10,10,10,10
56208,Kenneth Taylor,ShowDown SBC,N\A,255009,85,14,18,-1,-1,1049632,0,0,0,19,21,131,32,0,3,5,86,85,85,82,75,84,80,82,76,82,77,85,84,85,83,83,81,80,70,87,88,77,87,87,71,72,75,84,66,10,10,10,10,10
56209,Pedro Rodríguez Ledesma,ShowDown SBC,N\A,189505,87,23,12,27,-1,16777509,0,524288,0,135,135,23,38,40,3,5,87,87,92,98,78,92,67,82,83,84,55,91,96,88,79,87,85,67,52,82,90,53,88,82,38,35,85,96,82,10,10,10,10,10
56210,Ángel Di María,Objectives,N\A,183898,87,12,18,23,-1,18087971,0,65536,0,25,137,31,35,0,4,3,88,84,94,78,73,77,65,84,76,92,45,84,92,94,88,93,78,91,56,84,91,44,84,84,58,55,82,95,85,10,10,10,10,10
56211,Gianluigi Buffon,On This Day SBC,N\A,1179,87,0,-1,-1,-1,0,0,0,4,101,2,101,0,0,0,2,54,50,64,58,78,42,75,88,42,70,28,14,67,26,13,25,19,17,13,35,37,18,59,35,16,14,18,23,25,92,83,76,90,90
56212,Jamie Carragher,Flashback Hero SBC,N\A,5467,87,25,3,5,7,134278144,0,16,0,144,144,3,11,7,2,3,81,83,80,80,89,81,88,95,92,92,87,84,72,80,74,71,80,50,83,83,85,88,90,83,87,90,76,70,93,10,10,10,10,10
56237,Sofia Huerta,normal,N\A,242024,82,3,-1,-1,-1,8389216,0,0,0,5,0,0,0,0,3,3,81,79,83,79,87,91,75,78,60,78,75,65,64,81,82,75,46,67,76,75,79,80,73,75,76,80,59,78,48,10,10,10,10,10
56238,Gia Corley,normal,N\A,264989,77,14,18,-1,-1,2050,0,0,0,22,31,0,0,0,2,2,67,66,71,75,68,80,68,78,58,67,74,81,79,80,64,75,66,63,58,73,79,58,66,73,66,45,59,66,60,10,10,10,10,10
56250,Roberto Baggio,Ult Succession Icon ,N\A,1114,92,18,-1,-1,-1,2883721,0,65536,0,132,133,31,34,132,4,4,87,83,81,82,68,80,64,88,42,85,40,87,94,95,86,94,87,90,76,90,93,40,73,90,35,35,84,93,85,10,10,10,10,10
56251,Lucas Lopes Beraldo,Ultimate Succession ,N\A,279709,86,5,7,-1,-1,26176,0,0,0,113,12,113,7,9,2,3,81,80,85,84,92,76,88,80,93,82,84,40,70,80,60,73,38,40,86,75,80,84,63,75,90,88,34,64,52,10,10,10,10,10
56252,Antoine Griezmann,IF,TOTW13,194765,89,25,-1,-1,-1,50659362,0,1,0,143,41,143,0,0,3,3,83,82,90,85,87,88,71,91,76,90,60,91,89,92,83,89,91,86,86,87,90,46,86,87,64,65,87,90,80,10,10,10,10,10
56253,Jamal Musiala,IF,TOTW13,256790,88,18,14,16,-1,1310752,0,65536,0,132,132,30,0,0,4,4,88,85,94,94,71,80,61,88,61,84,66,87,86,85,69,95,85,61,50,81,86,65,81,81,64,67,74,77,60,10,10,10,10,10
56254,Cole Palmer,SIF,TOTW13,257534,87,18,12,23,-1,852513,0,0,0,32,126,25,0,0,3,3,77,81,81,78,73,80,63,87,62,90,54,89,89,90,81,91,87,77,64,85,89,47,84,85,55,42,69,88,92,10,10,10,10,10
56255,Jessie Fleming,Ultimate Succession ,N\A,227387,86,14,18,-1,-1,65856,0,2097152,0,22,131,33,34,0,3,5,90,87,92,96,85,97,54,85,70,90,75,84,86,90,76,90,84,71,63,90,93,72,90,90,81,70,46,72,72,10,10,10,10,10
56256,João Pedro Cavaco Cancelo,IF,TOTW13,210514,87,3,7,12,-1,17631744,0,0,0,6,110,0,0,0,3,4,90,81,80,79,82,90,64,85,78,86,83,82,87,88,89,86,70,71,74,81,89,81,81,81,85,81,63,89,53,10,10,10,10,10
56257,Janou Levels,IF,TOTW13,265409,86,7,16,-1,-1,134348864,0,4096,0,9,28,0,0,0,3,4,94,91,75,82,81,86,62,91,71,82,85,72,61,88,88,80,59,54,67,83,88,83,42,83,85,82,44,80,55,10,10,10,10,10
56258,Gaston Brugman,IF,TOTW13,205726,86,14,10,-1,-1,10490112,0,32,0,18,19,16,0,0,2,3,89,82,90,98,86,94,83,83,83,85,84,79,84,86,75,86,73,82,67,91,92,83,98,91,89,84,74,90,82,10,10,10,10,10
56259,Henrikh Mkhitaryan,IF,TOTW13,192883,86,14,18,-1,-1,335905,0,0,0,21,33,0,0,0,3,5,83,80,88,86,83,89,76,86,83,88,79,84,89,89,83,86,82,72,72,86,89,75,88,86,76,74,83,87,76,10,10,10,10,10
56260,Jonathan David,SIF,TOTW13,243630,86,25,-1,-1,-1,29360128,0,0,0,42,43,0,0,0,2,5,86,90,81,76,95,92,83,88,59,87,40,90,80,86,74,84,88,64,93,76,83,35,84,76,35,23,82,65,91,10,10,10,10,10
56261,Domenico Berardi,IF,TOTW13,210935,86,23,12,-1,-1,17104936,0,0,0,35,26,0,0,0,3,3,84,83,95,89,77,80,64,87,90,81,28,88,82,87,80,87,87,79,69,80,84,47,84,80,33,33,82,83,80,10,10,10,10,10
56262,Donovan Léon,SIF,TOTW13,205377,86,0,-1,-1,-1,0,11,0,0,1,0,0,0,0,0,2,66,64,42,53,71,34,78,66,26,48,26,15,43,19,20,14,19,18,13,34,36,10,50,34,10,19,18,16,22,88,85,84,88,86
56263,Dominique Janssen,IF,TOTW13,233756,86,10,5,7,-1,138414208,0,0,0,14,12,13,8,0,2,5,79,85,74,78,92,82,85,88,87,81,85,65,74,82,67,75,56,78,87,80,88,86,78,80,86,91,49,78,68,10,10,10,10,10
56264,Nicolás Otamendi,IF,TOTW13,192366,85,5,-1,-1,-1,134272016,0,0,0,12,13,0,0,0,1,3,66,78,64,64,91,85,85,88,93,87,89,52,67,73,56,56,59,42,84,78,79,89,75,78,88,84,62,54,49,10,10,10,10,10
56265,Sheila García Gómez,IF,TOTW13,256303,84,3,23,-1,-1,8520192,0,0,0,4,5,37,0,0,3,3,91,90,89,96,92,98,65,75,63,79,79,78,74,85,79,85,83,61,87,80,87,77,80,80,82,82,67,67,74,10,10,10,10,10
56266,Jonas Wind,IF,TOTW13,241522,84,25,18,-1,-1,2359328,0,0,0,43,31,0,0,0,3,3,96,49,77,75,95,85,89,89,73,84,42,87,87,88,64,84,88,72,98,78,88,42,86,78,34,26,82,81,79,10,10,10,10,10
56267,Oliver Valaker Edvardsen,IF,TOTW13,253399,83,16,12,27,-1,8585216,0,0,0,27,30,23,0,0,2,4,97,91,99,99,98,89,77,76,84,79,70,88,72,82,76,86,83,55,80,67,73,71,80,67,58,57,69,76,63,10,10,10,10,10
56268,Moses Simon,IF,TOTW13,216820,83,25,16,27,-1,4587520,0,0,0,41,27,30,38,0,3,4,92,93,96,98,83,80,77,74,44,78,42,79,78,82,87,86,74,64,57,70,78,37,81,70,39,41,81,77,76,10,10,10,10,10
56269,Jin Woo Jeon,IF,TOTW13,242004,83,27,16,18,-1,196612,0,0,0,38,27,28,30,0,2,4,91,90,98,83,84,77,84,77,57,68,65,86,77,70,75,84,79,83,72,65,80,54,87,65,49,45,85,80,87,10,10,10,10,10
56270,Maxim De Cuyper,IF,TOTW13,251479,83,7,3,-1,-1,1664,0,0,0,9,10,5,0,0,1,4,89,88,85,83,82,95,69,79,78,79,77,83,85,84,88,84,76,79,70,84,87,74,87,84,79,77,73,82,87,10,10,10,10,10
56271,Jamie Vardy,IF,TOTW13,208830,83,25,-1,-1,-1,70,0,0,0,42,0,0,0,0,2,4,85,79,75,72,94,70,70,82,92,85,55,89,78,82,77,76,87,71,87,66,81,50,87,66,57,59,86,77,89,10,10,10,10,10
56272,Harry Smith,IF,TOTW13,236025,83,25,-1,-1,-1,32788,0,0,0,44,0,0,0,0,2,3,78,82,51,51,83,70,97,93,73,90,48,87,80,91,59,85,83,61,99,73,86,64,88,73,59,51,72,69,82,10,10,10,10,10
56273,Sunil Chhetri,IF,TOTW13,190939,83,27,16,25,-1,131090,0,0,0,39,30,42,43,0,2,4,93,86,86,87,98,93,81,73,70,85,38,88,74,82,72,78,84,86,99,60,76,46,82,60,37,67,82,86,86,10,10,10,10,10
56274,Aitor Paredes Casamichana,IF,TOTW13,259524,83,5,-1,-1,-1,36928,0,0,0,11,0,0,0,0,1,3,73,87,68,71,85,77,85,90,85,69,84,36,46,72,29,52,34,23,75,69,82,82,49,69,89,84,54,25,44,10,10,10,10,10
56275,Yunus Akgün,IF,TOTW13,239892,83,12,18,23,-1,196612,0,0,0,24,25,26,0,0,2,3,96,91,99,99,75,85,65,74,62,71,41,76,75,84,69,89,72,69,71,71,80,44,84,71,33,30,68,81,78,10,10,10,10,10
56276,Riccardo Sottil,Winter Champions SBC,N\A,246431,85,27,14,16,-1,12664832,0,128,0,38,119,18,27,0,3,4,91,90,83,82,88,78,70,80,82,75,71,91,86,87,82,87,80,53,94,74,88,81,82,74,82,92,68,71,84,10,10,10,10,10
56277,Tajon Buchanan,Winter Champions SBC,N\A,246800,85,12,3,23,-1,4325634,0,8388608,0,123,24,123,35,37,3,3,94,92,87,83,88,80,81,84,83,80,80,71,82,85,81,86,72,57,80,74,85,80,83,74,76,75,64,67,61,10,10,10,10,10
56278,Mohamed Salah,PL POTM SBC,N\A,209331,90,23,12,-1,-1,16908290,0,1,0,136,136,26,0,0,3,3,90,90,91,93,80,88,74,95,64,90,57,93,87,88,82,90,91,71,62,79,88,40,83,79,45,43,84,86,82,10,10,10,10,10
56279,Sam Kerr,Globetrotters,Globetrotters,227125,92,25,-1,-1,-1,172097552,0,1,0,141,142,43,44,141,3,4,88,86,92,84,90,90,88,91,72,93,26,94,81,92,72,92,94,70,95,68,80,47,87,68,42,32,93,78,72,10,10,10,10,10
56280,Mohamed Salah,Globetrotters,Globetrotters,209331,91,25,12,23,-1,17956866,0,1,0,141,141,136,26,35,3,4,91,91,92,94,82,90,77,96,66,91,64,94,88,90,83,91,92,72,67,80,89,44,84,80,50,47,85,87,83,10,10,10,10,10
56281,Martin Ødegaard,Globetrotters,Globetrotters,222665,90,14,18,-1,-1,17629760,0,32,0,121,18,121,131,33,4,4,83,82,88,88,67,90,57,93,65,90,70,88,92,92,87,90,86,86,56,92,92,69,85,92,73,58,82,85,70,10,10,10,10,10
56282,Luís Carlos Almeida da Cunha,End of an Era SBC,N\A,139068,90,16,25,27,-1,17104899,0,1048576,0,127,29,127,138,43,4,5,90,84,88,91,87,84,87,85,82,91,47,82,90,88,88,91,83,92,90,84,86,61,94,84,33,30,92,97,83,10,10,10,10,10
56283,C. Ronaldo dos Santos Aveiro,Globetrotters,Globetrotters,20801,90,25,27,-1,-1,185925648,0,4,0,141,142,43,44,141,4,4,81,88,82,80,97,88,87,93,71,99,36,93,83,92,83,84,91,81,93,77,84,26,95,77,35,26,86,84,93,10,10,10,10,10
56284,N'Golo Kanté,Globetrotters,Globetrotters,215914,89,10,14,-1,-1,10584160,0,4096,0,114,117,15,16,114,2,4,82,81,84,96,76,87,78,91,92,86,93,76,85,85,75,82,68,54,57,81,88,93,75,81,94,90,59,55,57,10,10,10,10,10
56285,Ousmane Dembélé,Globetrotters,Globetrotters,231443,89,23,12,18,-1,9830464,0,4194304,0,135,136,135,136,25,4,5,97,94,97,84,70,76,57,85,58,85,44,86,88,90,90,92,78,67,48,82,86,46,90,82,46,39,81,87,80,10,10,10,10,10
56286,Sávio Moreira de Oliveira,Globetrotters,Globetrotters,270409,88,23,16,27,-1,8454849,0,131072,0,135,135,30,38,39,3,4,96,93,93,86,70,83,52,84,51,85,33,88,87,90,88,92,84,61,54,82,88,31,80,82,36,43,70,86,70,10,10,10,10,10
56287,Douglas Luiz Soares de Paulo,Globetrotters,Globetrotters,236499,88,14,10,-1,-1,2437160,0,64,0,118,19,21,118,14,2,4,86,83,85,86,81,88,81,86,84,91,83,81,91,92,87,87,80,88,66,90,92,81,84,90,84,77,82,94,88,10,10,10,10,10
56288,Luis Suárez,Globetrotters,Globetrotters,176580,88,25,-1,-1,-1,56688641,0,4,0,142,43,44,142,0,3,4,86,86,82,85,85,80,86,93,91,96,40,93,85,88,80,87,91,87,95,80,85,40,90,80,44,40,90,92,88,10,10,10,10,10
56289,Oscar dos Santos Emboaba,Globetrotters,Globetrotters,188152,88,18,14,27,-1,17367209,0,256,0,133,31,34,133,22,3,4,88,86,95,90,80,91,74,86,72,88,73,88,86,91,87,88,85,86,70,90,88,70,87,90,71,65,84,86,83,10,10,10,10,10
56290,Yuki Nagasato,Globetrotters,Globetrotters,267275,88,14,25,-1,-1,138412323,0,65536,0,121,22,121,41,43,3,5,87,82,95,88,84,85,76,88,73,87,83,90,91,91,78,90,88,77,68,90,92,52,87,90,84,65,73,80,77,10,10,10,10,10
56291,Yannick Carrasco,Globetrotters,Globetrotters,208418,88,27,16,-1,-1,17170945,0,65536,0,139,38,40,139,30,3,4,92,93,91,84,78,82,68,85,70,90,63,88,85,90,87,92,88,85,62,80,85,60,90,80,71,67,80,91,86,10,10,10,10,10
56292,Matthijs de Ligt,Globetrotters,Globetrotters,235243,88,5,-1,-1,-1,134256772,0,8192,0,112,113,11,112,113,1,3,80,80,55,65,88,77,93,90,90,87,88,47,52,76,58,68,53,61,88,84,86,90,90,84,90,90,48,53,43,10,10,10,10,10
56293,Brahim Díaz,Globetrotters,Globetrotters,231410,88,18,23,27,-1,463392,0,524288,0,131,33,131,37,40,3,5,91,91,95,97,68,80,62,87,50,87,40,88,90,91,85,90,87,67,38,85,92,50,83,85,28,26,73,83,66,10,10,10,10,10
56294,Lukas Podolski,Globetrotters,Globetrotters,150516,87,18,25,-1,-1,17367081,0,4,0,132,31,34,132,43,3,4,82,86,80,82,78,81,82,85,81,93,48,88,88,87,82,83,83,86,90,86,87,42,97,86,50,42,96,87,88,10,10,10,10,10
56295,Joelinton Apolinário de Lira,Globetrotters,Globetrotters,223334,87,14,27,-1,-1,144707712,0,32768,0,118,21,118,38,40,2,4,80,82,82,80,95,93,95,90,94,88,90,87,90,88,75,88,80,40,87,85,90,84,91,85,88,81,65,64,66,10,10,10,10,10
56296,Stefan Savic,Globetrotters,Globetrotters,204639,87,5,-1,-1,-1,15440,0,134217728,0,111,12,13,111,0,1,3,81,80,63,60,90,81,90,88,93,88,90,34,60,73,40,52,40,32,86,80,80,90,54,80,90,88,32,37,43,10,10,10,10,10
56297,Roque Santa Cruz,Globetrotters,Globetrotters,25798,87,25,-1,-1,-1,136904709,0,16,0,144,41,42,43,144,3,4,86,88,84,83,82,80,87,85,76,91,55,94,82,91,76,88,95,68,96,60,82,53,92,60,40,47,89,95,86,10,10,10,10,10
56298,Pervis Estupiñán,Globetrotters,Globetrotters,237942,87,7,16,-1,-1,67282048,0,512,0,110,8,9,110,28,3,3,88,87,83,83,88,90,81,85,80,83,88,80,80,90,88,88,54,43,78,80,87,85,78,80,90,85,43,80,73,10,10,10,10,10
56299,Hirving Lozano,Globetrotters,Globetrotters,221992,87,23,12,27,-1,25362944,0,4194304,0,136,35,136,23,39,4,3,92,93,88,90,83,80,70,90,77,85,55,90,85,88,84,90,84,77,77,76,84,51,83,76,43,35,83,83,81,10,10,10,10,10
56300,Luis Advíncula,Globetrotters,Globetrotters,204539,87,3,12,-1,-1,133636,0,0,0,105,4,6,105,24,2,3,93,93,91,90,92,94,88,82,88,80,82,86,80,83,83,85,75,73,72,78,83,80,88,78,82,78,68,88,74,10,10,10,10,10
56301,Tiffany Cameron,Globetrotters,Globetrotters,243407,87,25,12,-1,-1,2162691,0,131072,0,144,42,43,144,23,3,4,90,90,88,87,93,84,86,80,69,92,68,88,76,86,76,90,90,71,68,67,86,77,88,67,79,74,63,68,80,10,10,10,10,10
56302,Martín Cáceres,Globetrotters,Globetrotters,182495,86,5,3,-1,-1,67151888,0,16384,0,111,13,111,3,4,2,3,83,82,84,93,96,85,91,83,96,87,85,67,75,80,85,82,49,53,90,80,85,84,92,80,84,81,88,87,68,10,10,10,10,10
56303,Hernán Barcos,Globetrotters,Globetrotters,191856,86,25,-1,-1,-1,150994949,0,2,0,142,41,44,142,0,2,5,86,86,80,80,94,82,96,82,82,90,68,95,87,90,71,81,94,81,96,80,87,54,93,80,52,50,85,82,93,10,10,10,10,10
56304,Mathew Ryan,Globetrotters,Globetrotters,199005,86,0,-1,-1,-1,536870912,11,268435456,0,101,2,101,0,0,0,4,60,60,55,51,74,35,64,69,34,64,20,15,68,32,25,18,14,15,12,48,48,14,60,48,21,22,17,28,26,84,86,88,87,87
56305,José Sosa,Globetrotters,Globetrotters,143121,86,14,10,18,-1,598240,0,0,0,122,122,16,31,34,3,4,84,83,81,85,76,80,80,87,83,92,75,88,93,91,90,88,78,86,66,92,91,80,88,92,83,78,87,95,88,10,10,10,10,10
56306,Damion Lowe,Globetrotters,Globetrotters,221626,85,5,-1,-1,-1,38016,0,0,0,112,11,13,112,0,1,3,80,86,70,72,88,80,94,83,92,83,84,51,48,71,42,60,36,42,82,75,71,88,54,75,86,82,39,34,64,10,10,10,10,10
56307,Pablo Marí Villar,Globetrotters,Globetrotters,206654,85,5,-1,-1,-1,58512,0,4096,0,111,12,13,111,0,1,3,80,84,50,50,87,80,87,86,88,85,87,43,42,71,40,58,48,37,88,76,83,85,61,76,90,87,35,33,39,10,10,10,10,10
56308,Lucas Domingues Piazón,Globetrotters,Globetrotters,203038,85,18,14,23,-1,8651109,0,0,0,131,32,131,21,35,2,5,84,83,86,85,78,84,75,88,62,91,44,87,86,85,85,87,84,88,76,84,85,38,93,84,45,62,86,90,85,10,10,10,10,10
56309,Cyle Larin,Globetrotters,Globetrotters,226777,85,25,-1,-1,-1,16842791,0,134217728,0,144,41,42,43,144,3,4,84,83,82,82,96,85,92,83,82,83,31,90,80,82,80,82,88,58,96,56,81,30,91,56,35,28,70,76,72,10,10,10,10,10
56310,Riyad Mahrez,Globetrotters,N\A,204485,88,12,23,-1,-1,328481,0,524288,0,126,24,25,126,36,4,4,88,85,93,92,74,85,61,90,50,88,42,90,90,92,88,90,88,87,60,81,90,48,89,81,37,24,83,92,80,10,10,10,10,10
56311,Débora C. de Oliveira,Globetrotters,N\A,226893,89,18,12,25,-1,52232192,0,4194304,0,133,34,133,26,41,4,5,84,85,91,95,74,83,63,80,72,85,51,88,91,92,86,94,83,81,58,86,88,51,81,86,41,46,87,90,80,10,10,10,10,10
56312,Nahuel Molina,Globetrotters SBC,N\A,233084,86,3,12,-1,-1,8403968,0,512,0,106,4,5,106,23,3,3,89,90,88,83,82,92,65,86,80,83,88,82,83,86,87,84,71,50,72,75,87,87,74,75,87,85,66,74,48,10,10,10,10,10
56313,Aitana Bonmatí Conca,Ultimate Cover star,N\A,241667,89,14,18,-1,-1,8978529,0,256,0,121,122,18,19,20,3,5,83,84,90,84,83,91,83,87,71,82,92,86,86,88,71,90,86,73,60,86,87,85,74,86,88,75,66,74,66,10,10,10,10,10
56315,Jude Bellingham,Ultimate Cover star,N\A,252371,89,14,18,-1,-1,8736772,0,32,0,118,121,20,22,118,3,4,85,84,83,82,81,90,75,92,82,88,88,85,95,90,70,90,85,70,81,93,93,85,80,93,86,84,73,77,70,10,10,10,10,10
56316,Olga Carmona García,TOTW,TOTW14,262457,87,7,27,-1,-1,8523776,0,1024,0,110,110,38,0,0,3,3,92,92,89,93,89,88,78,88,70,85,86,83,73,86,89,79,80,76,73,80,86,87,81,80,85,80,49,79,92,10,10,10,10,10
56317,Hakan Çalhanoglu,TOTW,TOTW14,208128,87,10,14,-1,-1,598016,0,32,0,15,16,18,0,0,3,5,76,70,85,82,78,83,74,88,82,87,83,75,90,90,79,86,76,86,66,90,90,81,87,90,82,79,75,89,91,10,10,10,10,10
56318,Rodrygo Silva de Goes,TOTW,TOTW14,243812,87,25,12,23,-1,327689,0,0,0,41,36,37,0,0,3,4,91,89,88,85,78,82,60,85,55,86,22,87,85,88,81,90,89,75,69,75,82,25,79,75,35,31,69,82,85,10,10,10,10,10
